document,text
08-16-2017 12:39:07,MAKE AMERICA GREAT AGAIN!
08-16-2017 14:51:36,Wow Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall  Crime!
08-16-2017 14:58:14,Memorial service today for beautiful and incredible Heather Heyer a truly special young woman. She will be long remembered by all!
08-16-2017 17:14:27,Rather than putting pressure on the businesspeople of the Manufacturing Council  Strategy  Policy Forum I am ending both. Thank you all!
08-16-2017 19:49:31,Just landed in Bedminster New Jersey. #MAGA 🎥
08-16-2017 21:35:16,Today in Bedminster I signed the Harry W. Colmery Veterans Educational Assistance Act of 2017 joined by @DeptVetAffairs @SecShulkin. 
08-17-2017 00:11:28,Join me at 7:00 P.M. on Tuesday August 22nd in Phoenix Arizona at the Phoenix Convention Center! Tickets at:  
08-17-2017 02:55:18,THANK YOU @MayorGimenez for following the RULE OF LAW! Sanctuary cities make our country LESS SAFE! Full remarks:  
08-17-2017 10:19:39,Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK neo-Nazis  white supremacists......
08-17-2017 10:24:05,...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!
08-17-2017 10:32:11,The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate bigotry etc. Shame!
08-17-2017 10:56:33,Great to see that Dr. Kelli Ward is running against Flake Jeff Flake who is WEAK on borders crime and a non-factor in Senate. He's toxic!
08-17-2017 12:59:02,Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!
08-17-2017 13:07:28,Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....
08-17-2017 13:15:58,...can't change history but you can learn from it. Robert E Lee Stonewall Jackson - who's next Washington Jefferson? So foolish! Also...
08-17-2017 13:21:45,...the beauty that is being taken out of our cities towns and parks will be greatly missed and never able to be comparably replaced!
08-17-2017 18:00:58,The United States condemns the terror attack in Barcelona Spain and will do whatever is necessary to help. Be tough  strong we love you!
08-17-2017 18:45:14,Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!
08-18-2017 12:31:27,Homeland Security and law enforcement are on alert  closely watching for any sign of trouble. Our borders are far tougher than ever before!
08-18-2017 12:55:33,The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!
08-18-2017 13:06:13,Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!
08-18-2017 14:09:24,Heading to Camp David for major meeting on National Security the Border and the Military (which we are rapidly building to strongest ever).
08-18-2017 15:28:52,I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: 
08-18-2017 23:17:14,Just returned to Bedminster NJ from Camp David. GREAT meeting on National Security the Border and the Military! #MAGA🇺🇸 
08-19-2017 01:30:58,Today I signed the Global War on Terrorism War Memorial Act (#HR873.) The bill authorizes....cont➡️ 
08-19-2017 04:59:01,My thoughts and prayers are with the @KissimmeePolice and their loved ones. We are with you!#LESM
08-19-2017 11:33:51,I want to thank Steve Bannon for his service. He came to the campaign during my run against Crooked Hillary Clinton - it was great! Thanks S
08-19-2017 11:47:31,Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made including on Afghanistan.
08-19-2017 17:47:26,Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!
08-19-2017 19:22:47,Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.
08-19-2017 19:29:29,Great job by all law enforcement officers and Boston Mayor @Marty_Walsh.
08-19-2017 20:34:44,Our great country has been divided for decades. Sometimes you need protest in order to heel  we will heel  be stronger than ever before!
08-19-2017 20:41:15,Our great country has been divided for decades. Sometimes you need protest in order to heal  we will heal  be stronger than ever before!
08-19-2017 20:41:49,I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!
08-20-2017 23:22:07,Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!
08-21-2017 03:01:01,Thoughts  prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search  rescue efforts are underway. 
08-21-2017 13:27:12,Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!
08-21-2017 13:32:06,Thank you the very dishonest Fake News Media is out of control! 
08-22-2017 01:00:10,Join me live from Fort Myer in Arlington Virginia. ➡️
08-22-2017 03:20:50,Thank you to the men and women of Fort Myer and every member of the U.S. Military at home and abroad. #USA🇺🇸 
08-22-2017 03:50:09,Address to the NationFull Video  Transcript: 
08-22-2017 10:46:29,Was with great people last night in Fort Myer Virginia. The future of our country is strong!
08-22-2017 19:15:40,We pray for our fallen heroes who died while serving our country in the @USNavy aboard the  #USSJohnSMcCain and their families. 
08-22-2017 20:03:41,See you at 7:00 P.M. tonight Phoenix Arizona! #MAGA🇺🇸Tickets:  
08-22-2017 23:12:04,We will push onward to victory w/hope in our hearts courage in our souls  everlasting pride in each  every one of you. God Bless America. 
08-23-2017 00:20:52,THANK YOU to all of the great men and women at the U.S. Customs and Border Protection facility in Yuma Arizona  around the United States! 
08-23-2017 05:18:29,Thank you Arizona. Beautiful turnout of 15000 in Phoenix tonight! Full coverage of rally via my Facebook at:  
08-23-2017 05:32:50,Not only does the media give a platform to hate groups but the media turns a blind eye to the gang violence on our streets! 
08-23-2017 06:00:39,#DrainTheSwamp #PhoenixRally 
08-23-2017 07:01:01,MAKE AMERICA GREAT AGAIN! 
08-23-2017 13:20:15,Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake weak on crime  border!
08-23-2017 13:40:31,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!
08-23-2017 13:50:52,If Republican Senate doesn't get rid of the Filibuster Rule  go to a simple majority which the Dems would do they are just wasting time!
08-23-2017 19:10:13,As long as we have faith in each other and confidence in our values then there is no challenge too great for us to conquer! #ALConv2017 
08-23-2017 22:41:19,A great honor to sign the Veterans Appeals Improvement  Modernization Act into law w/ @AmericanLegion @SecShulkin.🎥 
08-24-2017 00:52:51,Donald E. Ballard on behalf of the people of the United States THANK YOU for your courageous service. YOU INSPIRE US ALL! #ALConv2017 
08-24-2017 12:19:45,I requested that Mitch M  Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...
08-24-2017 12:25:03,...didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!
08-24-2017 12:41:14,The Fake News is now complaining about my different types of back to back speeches. Well their was Afghanistan (somber) the big Rally.....
08-24-2017 12:51:03,...(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong).To bad the Dems have no one who can change tones!
08-24-2017 13:07:34,The Fake News is now complaining about my different types of back to back speeches. Well there was Afghanistan (somber) the big Rally.....
08-24-2017 13:07:49,...(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong). To bad the Dems have no one who can change tones!
08-24-2017 13:10:20,James Clapper who famously got caught lying to Congress is now an authority on Donald Trump. Will he show you his beautiful letter to me?
08-24-2017 13:15:00,..(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!
08-24-2017 13:15:22,James Clapper who famously got caught lying to Congress is now an authority on Donald Trump. Will he show you his beautiful letter to me?
08-24-2017 13:42:41,The only problem I have with Mitch McConnell is that after hearing Repeal  Replace for 7 years he failed!That should NEVER have happened!
08-24-2017 17:13:38,On Tuesday I visited with the incredible men  women of @ICEgov  @DHSgov Border Patrol in Yuma AZ. Thank you. We respect  cherish you! 
08-24-2017 19:31:00,As #HurricaneHarvey intensifies - remember to #PlanAhead. ☑️☑️ ☑️ 
08-24-2017 22:39:59,A great honor to spend time with our brave HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United Staes of America! 
08-25-2017 00:21:42,A GREAT HONOR to spend time with our BRAVE HEROES at the @USMC Air Station Yuma. THANK YOU for your service to the United States of America! 
08-25-2017 10:33:32,If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority few bills will be passed. 8 Dems control the Senate!
08-25-2017 10:40:32,General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News
08-25-2017 10:44:17,Few if any Administrations have done more in just 7 months than the Trump A. Bills passed regulations killed border military ISIS SC!
08-25-2017 11:32:23,Nick Adams Retaking America  Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.
08-25-2017 12:25:10,Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!
08-25-2017 15:46:40,I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments  here to assist as needed.
08-25-2017 16:02:33,Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke @FEMA_Brock @TomBossert45 and COS John Kelly. 
08-25-2017 19:18:49,I encourage everyone in the path of #HurricaneHarvey to heed the advice  orders of their local and state officials. 
08-25-2017 21:03:11,Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey as it strengthens to a Category 3. BE SAFE!
08-25-2017 21:12:08,Just arrived at Camp David where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!
08-25-2017 22:12:11,Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!
08-26-2017 01:46:26,At the request of the Governor of Texas I have signed the Disaster Proclamation which unleashes the full force of government help!
08-26-2017 02:00:33,I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!
08-26-2017 04:47:27,We will remain fully engaged w/ open lines of communication as #HurricaneHarvey makes landfall. America is w/ you! @GovAbbott @FEMA @DHSgov 
08-26-2017 11:21:54,You are doing a great job - the world is watching! Be safe. 
08-26-2017 11:32:44,.@ChuckGrassley - got your message loud and clear. We have fantastic people on the ground got there long before #Harvey. So far so good!
08-26-2017 11:52:19,Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City State and Federal Govs. working great together!
08-26-2017 19:46:30,THANK YOU to all of the great volunteers helping out with #HurricaneHarvey relief in Texas! 
08-26-2017 22:57:22,Wonderful coordination between Federal State and Local Governments in the Great State of Texas - TEAMWORK! Record setting rainfall.
08-27-2017 11:45:04,A great book by a great guy highly recommended! 
08-27-2017 12:04:05,Great coordination between agencies at all levels of government. Continuing rains and flash floods are being dealt with. Thousands rescued.
08-27-2017 12:25:54,Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.
08-27-2017 12:59:56,I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.
08-27-2017 13:15:18,I will also be going to a wonderful state Missouri that I won by a lot in '16. Dem C.M. is opposed to big tax cuts. Republican will win S!
08-27-2017 13:25:50,Wow - Now experts are calling #Harvey a once in 500 year flood! We have an all out effort going and going well!
08-27-2017 13:44:11,With Mexico being one of the highest crime Nations in the world we must have THE WALL. Mexico will pay for it through reimbursement/other.
08-27-2017 13:51:35,We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico  Canada.Both being very difficultmay have to terminate?
08-27-2017 14:31:35,Going to a Cabinet Meeting (tele-conference) at 11:00 A.M. on #Harvey. Even experts have said they've never seen one like this!
08-27-2017 14:39:32,Major rescue operations underway!
08-27-2017 23:01:06,HISTORIC rainfall in Houston and all over Texas. Floods are unprecedented and more rain coming. Spirit of the people is incredible.Thanks!
08-29-2017 12:10:30,Leaving now for Texas!
08-29-2017 12:26:55,.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle
08-30-2017 12:47:52,The U.S. has been talking to North Korea and paying them extortion money for 25 years. Talking is not the answer!
08-30-2017 13:12:29,After witnessing first hand the horror  devastation caused by Hurricane Harveymy heart goes out even more so to the great people of Texas!
08-30-2017 13:27:47,After reading the false reporting and even ferocious anger in some dying magazines it makes me wonder WHY? All I want to do is #MAGA!
08-30-2017 13:42:20,Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!
08-30-2017 19:38:41,Texas  Louisiana: We are w/ you today we are w/ you tomorrow  we will be w/ you EVERY SINGLE DAY AFTER to restore recover  REBUILD! 
08-31-2017 01:00:50,First responders have been doing heroic work. Their courage  devotion has saved countless lives – they represent the very best of America! 
08-31-2017 20:06:35,THANK YOU to all of the incredible HEROES in Texas. America is with you! #TexasStrong 
09-01-2017 11:50:34,Texas is heeling fast thanks to all of the great men  women who have been working so hard. But still so much to do. Will be back tomorrow!
09-01-2017 11:56:45,Wow looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!
09-01-2017 12:35:27,General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..
09-01-2017 12:47:46,...get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!
09-01-2017 12:58:48,Texas is healing fast thanks to all of the great men  women who have been working so hard. But still so much to do. Will be back tomorrow!
09-01-2017 19:47:23,'President Donald J. Trump Proclaims September 3 2017 as a National Day of Prayer' #HurricaneHarvey #PrayForTexas  
09-01-2017 23:47:38,Stock Market up 5 months in a row!
09-02-2017 00:03:00,I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.
09-02-2017 00:34:32,On behalf of @FLOTUS Melania  myself THANK YOU for today's update  GREAT WORK! #SouthernBaptist @SendRelief @RedCross  @SalvationArmyUS 
09-02-2017 13:58:37,Departing for Texas and Louisiana with @FLOTUS Melania right now @JBA_NAFW. We will see you soon. America is with you! 
09-02-2017 16:56:51,TEXAS: We are with you today we are with you tomorrow and we will be with you EVERY SINGLE DAY AFTER to restore recover and REBUILD! 
09-03-2017 01:55:30,Together we will prevail in the GREAT state of Texas. We love you!GOD BLESS TEXAS  GOD BLESS THE USA🇺🇸 
09-03-2017 02:50:58,The Manufacturing Index rose to 59% the highest level since early 2011 - and we can do much better!
09-03-2017 02:57:43,Just got back to the White House from the Great States of Texas and Louisiana where things are going well. Such cooperation  coordination!
09-03-2017 03:02:31,Remember Sunday is National Prayer Day (by Presidential Proclamation)!
09-03-2017 05:17:04,So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard #LEOs  the #CajunNavy! 
09-03-2017 11:30:41,North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....
09-03-2017 11:39:38,..North Korea is a rogue nation which has become a great threat and embarrassment to China which is trying to help but with little success.
09-03-2017 11:46:07,South Korea is finding as I have told them that their talk of appeasement with North Korea will not work they only understand one thing!
09-03-2017 16:07:32,I will be meeting General Kelly General Mattis and other military leaders at the White House to discuss North Korea. Thank you.
09-03-2017 16:14:31,The United States is considering in addition to other options stopping all trade with any country doing business with North Korea.
09-04-2017 16:38:46,We are building our future with American hands American labor American iron aluminum and steel. Happy #LaborDay! 
09-05-2017 02:49:26,Big week coming up!
09-05-2017 12:04:43,Congress get ready to do your job - DACA!
09-05-2017 12:36:57,I am allowing Japan  South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.
09-05-2017 20:45:27,I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.
09-06-2017 00:38:27,Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't I will revisit this issue!
09-06-2017 10:47:01,Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.
09-06-2017 10:51:52,Watching Hurricane closely. My team which has done and is doing such a good job in Texas is already in Florida. No rest for the weary!
09-06-2017 10:53:45,Hurricane looks like largest ever recorded in the Atlantic!
09-06-2017 17:52:30,'President Donald J. Trump Approves Emergency Declarations'➡️➡️➡️ 
09-06-2017 19:26:09,Just spoke w/ Governors Rick Scott of Florida Kenneth Mapp of the U.S. Virgin Islands  Ricardo Rosselló of Puerto Rico. WE ARE W/ YOU ALL! 
09-06-2017 23:20:48,Wonderful to be in North Dakota with the incredible hardworking men  women @ the Andeavor Refinery. Full remarks: 🎥 
09-07-2017 00:04:12,Thank you for joining me in Mandan ND Gov. @DougBurgum Lt. Gov. @BrentSanfordND @SenJohnHoeven @RepKevinCramer  @SenatorHeitkamp. 
09-07-2017 00:18:49,If we want to renew our PROSPERITY restore OPPORTUNITY  re-establish our economic DOMINANCE then we need tax reform that is pro-growth.. 
09-07-2017 01:26:48,We want our companies to hire  grow in AMERICA to raise wages for AMERICAN workers  to help rebuild our AMERICAN cities  towns! #USA🇺🇸 
09-07-2017 12:33:12,Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful be safe! #FEMA
09-07-2017 12:51:12,Thank you our great honor! 
09-07-2017 13:42:52,For all of those (DACA) that are concerned about your status during the 6 month period you have nothing to worry about - No action!
09-07-2017 18:13:30,Welcome to the @WhiteHouse Amir Sabah al-Ahmed al-Jaber al-Sabah of Kuwait! Joint press conference coming up soon:  
09-07-2017 19:48:47,Together we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PROSPERITY and PEACE! 
09-07-2017 20:18:42,During my trip to Saudi Arabia I spoke to the leaders of more than 50 Arab  Muslim nations about the need to confront our shared enemies.. 
09-08-2017 00:57:52,I encourage EVERYONE in the path of #HurricaneIrma to heed the advice and orders of local  state officials! 
09-08-2017 01:33:38,We will confront ANY challenge no matter how strong the winds or high the water. I’m proud to stand with Presidents for #OneAmericaAppeal.
09-08-2017 12:34:13,Hurricane Irma is of epic proportion perhaps bigger than we have ever seen. Be safe and get out of its wayif possible. Federal G is ready!
09-08-2017 12:37:14,Our incredible U.S. Coast Guard saved more than 15000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!
09-08-2017 12:41:32,Republicans sorry but I've been hearing about Repeal  Replace for 7 years didn't happen! Even worse the Senate Filibuster Rule will....
09-08-2017 12:46:35,...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!
09-08-2017 12:57:11,Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!
09-08-2017 15:02:22,A message to my fellow Americans🇺🇸#IrmaHurricane2017🎥🎥 
09-09-2017 00:56:47,Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).
09-09-2017 15:41:55,FLORIDA- Visit  to find shelters road closures  evacuation routes. Helpful Twitter list:  
09-09-2017 21:44:16,This is a storm of enormous destructive power and I ask everyone in the storm’s path to heed ALL instructions from government officials. 
09-10-2017 00:03:48,Heed the advice of @FLGovScott!If you're in an evacuation zone you need to get to a shelter...there's not many hours left. Gov. Scott 
09-10-2017 02:56:37,The U.S. Coast Guard FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!
09-11-2017 18:02:09,#NeverForget 
09-11-2017 18:35:59,May God Forever Bless the United States of America. #NeverForget911 
09-12-2017 12:56:47,Fascinating to watch people writing books and major articles about me and yet they know nothing about me  have zero access. #FAKE NEWS!
09-12-2017 13:11:19,The devastation left by Hurricane Irma was far greater at least in certain locationsthan anyone thought - but amazing people working hard!
09-12-2017 18:41:50,Congratulations to Eric  Lara on the birth of their son Eric Luke Trump this morning! 
09-12-2017 20:12:48,It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to the @WhiteHouse today! 
09-13-2017 11:28:10,The approval process for the biggest Tax Cut  Tax Reform package in the history of our country will soon begin. Move fast Congress!
09-13-2017 11:34:16,I will be traveling to Florida tomorrow to meet with our great Coast Guard FEMA and many of the brave first responders  others.
09-13-2017 12:36:52,With Irma and Harvey devastation Tax Cuts and Tax Reform is needed more than ever before. Go Congress go!
09-14-2017 02:22:57,China has a business tax rate of 15%. We should do everything possible to match them in order to win with our economy. Jobs and wages!
09-14-2017 02:47:23,Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!
09-14-2017 02:52:34,The deplorables came back to haunt Hillary.They expressed their feelings loud and clear. She spent big money but in the end had no game!
09-14-2017 10:11:36,No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.
09-14-2017 10:20:58,The WALL which is already under construction in the form of new renovation of old and existing fences and walls will continue to be built.
09-14-2017 10:28:41,Does anybody really want to throw out good educated and accomplished young people who have jobs some serving in the military? Really!.....
09-14-2017 10:35:41,...They have been in our country for many years through no fault of their own - brought in by parents at young age. Plus BIG border security
09-14-2017 11:05:55,Am leaving now for Florida to see our GREAT first responders and to thank the U.S. Coast Guard FEMA etc. A real disaster much work to do!
09-14-2017 19:04:22,Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!
09-14-2017 19:18:14,Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.
09-14-2017 19:31:55,Bernie Sanders is pushing hard for a single payer healthcare plan - a curse on the U.S.  its people...
09-14-2017 19:32:23,...I told Republicans to approve healthcare fast or this would happen. But don't worry I will veto because I love our country  its people.
09-14-2017 21:11:18,WE ARE WITH YOU FLORIDA!Emergency Information 1-800-342-3557 1-800-FL-HELP-1 
09-15-2017 00:55:05,FLORIDA-Just like TX WE are w/you today we are w/you tomorrow  we will be w/you EVERY SINGLE DAY AFTER to RESTORE RECOVER  REBUILD! 
09-15-2017 10:37:38,With the ridiculous Filibuster Rule in the Senate Republicans need 60 votes to pass legislation rather than 51. Can't get votes END NOW!
09-15-2017 10:42:55,Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!
09-15-2017 10:48:18,Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must cut off  use better!
09-15-2017 10:54:14,The travel ban into the United States should be far larger tougher and more specific-but stupidly that would not be politically correct!
09-15-2017 11:00:01,We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive  nasty!
09-15-2017 11:20:08,ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!
09-15-2017 13:00:48,CHAIN MIGRATION cannot be allowed to be part of any legislation on Immigration!
09-15-2017 16:09:10,WEEKLY ADDRESS🇺🇸 
09-15-2017 16:49:31,Frank “FX” Giaccio-On behalf of @FLOTUS Melania  myself THANK YOU for doing a GREAT job this morning! @NatlParkService gives you an A+! 
09-15-2017 19:02:43,NEVER forget our HEROES held prisoner or who have gone missing in action while serving their country.Proclamation:  
09-15-2017 20:54:52,Our hearts  prayers go out to the people of London who suffered a vicious terrorist attack.... 
09-15-2017 22:58:30,We will defend our people our nations and our civilization from all who dare to threaten our way of life...cont:  
09-15-2017 23:54:00,HAPPY 70th BIRTHDAY to the @USAirForce! The American people are eternally grateful. Thank you for keeping America PROUD STRONG and FREE! 
09-16-2017 22:40:23,A great deal of good things happening for our country. Jobs and Stock Market at all time highs and I believe will be getting even better!
09-16-2017 22:59:06,Attorney General Bill Shuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help!
09-16-2017 23:04:03,I will be in Huntsville Alabama on Saturday night to support Luther Strange for Senate. Big Luther is a great guy who gets things done!
09-17-2017 11:40:16,Attorney General Bill Schuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help
09-17-2017 11:53:35,I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!
09-17-2017 11:57:20,Thank you! 
09-17-2017 12:28:08,My great honor! 
09-17-2017 13:00:05,Important meetings and calls scheduled for today. Military and economy are getting stronger by the day and our enemies know it. #MAGA
09-18-2017 13:14:46,Happy 70th Birthday @USAirForce! 
09-18-2017 13:16:17,Happy 70th Birthday @CIA! 
09-18-2017 16:36:09,We commend SG @AntonioGuterres  his call for the UN to focus more on people  less on bureaucracy. #USAatUNGA #UNGA  
09-18-2017 16:57:27,Looking forward to meeting with Prime Minister @Netanyahu shortly. Peace in the Middle East would be a truly great legacy for ALL people!
09-18-2017 23:31:07,Such an honor to have my good friend Israel PM @Netanyahu join us w/ his delegation in NYC this afternoon. #UNGA  
09-19-2017 03:01:25,It was a great honor to be with President @EmmanuelMacron of France this afternoon with his delegation. Great bilateral meeting! #UNGA 
09-19-2017 04:18:41,We call for the full restoration of democracy and political freedoms in Venezuela and we want it to happen very very soon! 
09-19-2017 04:47:03,#USAatUNGA🇺🇸 #UNGA 
09-19-2017 11:21:30,Big day at the United Nations - many good things and some tricky ones happening. We have a great team. Big speech at 10:00 A.M.
09-19-2017 17:22:27,The🇺🇸has great strength  patience but if it is forced to defend itself or its allies we will have no choice but to totally destroy #NoKo. 
09-19-2017 19:09:35,As President of the United States of America I will ALWAYS put #AmericaFirst🇺🇸#UNGAFull remarks:  
09-19-2017 20:05:32,God bless the people of Mexico City. We are with you and will be there for you.
09-19-2017 22:04:11,It was a great honor to have spoken before the countries of the world at the United Nations.#USAatUNGA🇺🇸#UNGA 
09-20-2017 01:19:00,The true question for the @UN...🎥
09-20-2017 02:23:52,Puerto Rico being hit hard by new monster Hurricane. Be careful our hearts are with you- will be there to help!
09-20-2017 02:31:19,A great and important day at the United Nations.Met with leaders of many nations who agree with much (or all) of what I stated in my speech!
09-20-2017 02:33:32,So nice thank you! 
09-20-2017 02:41:13,I was saddened to see how bad the ratings were on the Emmys last night - the worst ever. Smartest people of them all are the DEPLORABLES.
09-20-2017 09:53:55,Thank you Jacob! 
09-20-2017 10:14:30,Big meetings today at the United Nations. So many interesting leaders. America First will MAKE AMERICA GREAT AGAIN!
09-20-2017 10:40:31,After allowing North Korea to research and build Nukes while Secretary of State (Bill C also) Crooked Hillary now criticizes.
09-20-2017 10:44:06,The world is noticing thanks! 
09-20-2017 11:00:34,Thank you  @foxandfriends - great show!
09-20-2017 12:09:54,Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!
09-20-2017 12:16:22,I hope Republican Senators will vote for Graham-Cassidy and fulfill their promise to Repeal  Replace ObamaCare. Money direct to States!
09-20-2017 12:29:01,Looking forward to Friday night in the Great State of Alabama. I am supporting Big Luther Strange because he was so loyal  helpful to me!
09-20-2017 15:23:46,It was a great honor to be with King Abdullah II of Jordan and his delegation this morning. We had a GREAT bilateral meeting!🇺🇸🇯🇴 
09-20-2017 17:08:53,Honored to meet w/ Pres Abbas from the Palestinian Authority  his delegation who have been working hard w/everybody involved toward peace. 
09-20-2017 19:05:18,Honored to host a luncheon for African leaders this afternoon. Great discussions on the challenges  opportunities facing our nations today. 
09-20-2017 22:29:44,On behalf of all Americans I want to wish Jewish families many blessings in the New Year.  
09-20-2017 22:42:35,Alabama is sooo lucky to have a candidate like Big Luther Strange. Smart tough on crime borders  trade loves Vets  Military. Tuesday!
09-20-2017 23:07:55,I would not sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal  Replace.
09-21-2017 00:42:17,The NRA strongly endorses Luther Strange for Senator of Alabama.That means all gun owners should vote for Big Luther. He won't let you down!
09-21-2017 01:06:25,Senator (Doctor) Bill Cassidy is a class act who really cares about people and their Health(care) he doesn't lie-just wants to help people!
09-21-2017 03:13:07,Governor @RicardoRossello- We are with you and the people of Puerto Rico. Stay safe! #PRStrong
09-21-2017 15:15:19,It was a pleasure to have President Ashraf Ghani of Afghanistan with us this morning! #USAatUNGA #UNGA 
09-21-2017 15:17:42,It was wonderful to have President Petro Poroshenko of Ukraine with us in New York City today. #UNGA🎥 
09-21-2017 16:06:32,It was a great privilege to meet with President Moon of South Korea.Stay tuned! 🇺🇸🇰🇷#UNGA 
09-21-2017 17:58:30,Today I announced a new Executive Order with re: to North Korea. We must all do our part to ensure the complete denuclearization of #NoKo. 
